key,display_code,edition_year,title,status,category,subcategory,compliance_mandatory,verification_level,flags,has_full_text,confidence_tier
IS 15227,IS 15227,,Deltamethrin Ulv,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 15228,IS 15228,,Cyfluthrin - Emulsion In Water (ew),ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 15236,IS 15236,,Profenofos + Cypermethrin Emulsifiable Concentrate,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 15240,IS 15240,,Profenofos Emulsifiable Concentrate,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 15265,IS 15265,,Flexible Pvc Pipes Or Polymer Reinforced Thermoplastic Hoses For Suction And Delivery Lines Of Agricultural Pumps - Specificaton,ACTIVE,Steel & Metallurgy,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 15298 (Part 2),IS 15298 (Part 2):2016,2016,Personal Eye-Protection — Specification,ACTIVE,Safety & PPE,Personal Protective Equipment,,needs_review,no_full_text|source_conflict_present|certification_status_disputed_across_sources|certification_status_unknown|amendment_or_verification_data_self_asserted_not_network_verified,False,multi_source
IS 15298 (Part 3),IS 15298 (Part 3):2016,2016,Personal Eye and Face Protection — Hand/Arm Protection,ACTIVE,Safety & PPE,Personal Protective Equipment,,needs_review,no_full_text|source_conflict_present|certification_status_disputed_across_sources|certification_status_unknown,False,multi_source
IS 15298 (Part 4),IS 15298 (Part 4),,Personal Protective Equipment Part 4 Occuptional Footwear,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 15328,IS 15328,,Unplasticized Non-pressure Polyvinyl Chloride ( Pvc -u ) Pipes For Use In Underground Drainage And Sewerage Systems -,ACTIVE,Steel & Metallurgy,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 15335,IS 15335,,Imidacloprid Sl,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 15351,IS 15351,,Textiles - Laminated High Density Polyethylene (hdpe) Fabric For Canal Lining,ACTIVE,Civil & Construction Materials,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 15354 (Part 1),IS 15354 (Part 1),,Single-use Rubber Examination Gloves,ACTIVE,"Plastics, Chemicals & Rubber",,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 15380,IS 15380:2003,2003,Moulded Raised High Density Fibre (hdf) Panel Doors -,ACTIVE,General Engineering & Consumer Goods,,,verified_multi_source,certification_status_unknown,True,multi_source
IS 15391,IS 15391,,Cold Rolled Non-oriented Electrical Steel Sheet And Strip - Semi-processed Type,ACTIVE,Steel & Metallurgy,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 15392,IS 15392:2020,2020,Aluminium Foil for Food Packaging,ACTIVE,Packaging & Containers,Metallic Foil,True,single_source_unconfirmed,no_full_text,False,single_source
IS 15410,IS 15410,,Containers for Packaging of Natural Mineral Water and Packaged Drinking Water,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 15443,IS 15443,,Imidacloprid Technical,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 15449 (Part 1),IS 15449 (Part 1),,Household Zig-zag Sewing Machine Head - Part 1 : General Requirements,ACTIVE,Pumps & Mechanical Equipment,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 15450,IS 15450:2004,2004,Chlorinated Polyvinyl Chloride (CPVC) Pipes for Potable Hot and Cold Water,ACTIVE,Water & Environment - Pipes,,,needs_review,no_full_text|source_conflict_present|certification_status_disputed_across_sources|certification_status_unknown,False,multi_source
IS 15462,IS 15462:2019,2019,Polymer and Rubber Modified Bitumen - Specification,ACTIVE,Civil & Construction,,True,single_source_unconfirmed,no_full_text,False,single_source
IS 15476,IS 15476:2004,2004,BAMBOO MAT CORRUGATED SHEETS,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 15477,IS 15477,,"Adhesive For Use With Ceramic, Mosaic And Stone Tiles",ACTIVE,Civil & Construction Materials,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 15489,IS 15489:2004,2004,Plastic Waste Management - Guidelines for Recycling of Plastics,ACTIVE,Chemicals,,False,verified_multi_source,no_full_text,False,multi_source
IS 15491,IS 15491:2004,2004,MEDIUM DENSITY COIRBOARDS FOR,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 15500 (Part 2),IS 15500 (Part 2),,"Deepwell Handpumps, Components And Special Tools Specification Part 2 Handpumps",ACTIVE,Pumps & Mechanical Equipment,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 15500 (Part 3),IS 15500 (Part 3),,"Deepwell Handpumps, Components And Special Tools Specification Part 3 Handpump Sub-assemblies",ACTIVE,Pumps & Mechanical Equipment,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 15500 (Part 4),IS 15500 (Part 4),,"Deep~ell Handpumps, Components And Special Tools Specification Part 4 Steel Components",ACTIVE,Steel & Metallurgy,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 15500 (Part 5),IS 15500 (Part 5),,"Deepwell Handpumps, Components And Special Tools Specification Part 5 Cast Iron Components",ACTIVE,Steel & Metallurgy,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 15500 (Part 6),IS 15500 (Part 6),,"Deepwell Handpumps, Components And Special Tools Specification Part 6 Brass/bronze Components",ACTIVE,Pumps & Mechanical Equipment,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 15500 (Part 7),IS 15500 (Part 7),,"Deepwell Handpumps, Components And Special Tools Specification Part 7 Rubber Components",ACTIVE,"Plastics, Chemicals & Rubber",,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 15532,IS 15532,,Plastics Crates For Fruits And Vegetables,ACTIVE,"Plastics, Chemicals & Rubber",,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 15558,IS 15558,,Mini Domestic Water Heater For Use With Lpg,ACTIVE,Electrical & Electronics,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 15559,IS 15559,,Polyester Strapping,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 15573,IS 15573,,Polyaluminium Chloride,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 15603,IS 15603,,Alphacypermethrin. Wp,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 15622,IS 15622:2017,2017,"Pressed Ceramic Tiles-(superseding Is13753:1993,Is13754:1993,Is 13755:1993 And Is 13756:1993)",ACTIVE,Civil & Construction Materials,Tiles & Flooring,True,single_source_unconfirmed,no_full_text,False,single_source
IS 15623,IS 15623,,"Melamine (2 , 4, 6 Triamino 1, 3, 5 Triazine)",ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 15627,IS 15627:2005,2005,Automotive Vehicles-Pneumatic Tyres For Two And Three-wheeled Motor Vehicles,ACTIVE,Automotive & Transport,Light Vehicle Tyres,True,single_source_unconfirmed,no_full_text,False,single_source
IS 15633,IS 15633:2005,2005,Automotive Vehicles-Pneumatic Tyres For Passenger Car Vehicles- Diagonal And Radial Ply,ACTIVE,Automotive & Transport,Pneumatic Tyres,True,single_source_unconfirmed,no_full_text,False,single_source
IS 15636,IS 15636:2012,2012,Automotive Vehicles - Pneumatic Tyres For Commercial Vehicles - Diagonal And Radial Ply,ACTIVE,Automotive & Transport,Commercial Vehicle Tyres,True,single_source_unconfirmed,no_full_text,False,single_source
IS 15644,IS 15644:2006,2006,Safety of Electric Toys,ACTIVE,Toys & Children Products,Electrical Safety,True,single_source_unconfirmed,no_full_text,False,single_source
IS 15647,IS 15647,,Hot Rolled Steel Narrow Width Strip For Selded Tubes An Pipes,ACTIVE,Steel & Metallurgy,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 15652,IS 15652:2006,2006,Insulating Mats for Electrical Purposes,ACTIVE,Electrical,,True,verified_multi_source,no_full_text,False,multi_source
IS 15658,IS 15658:2006,2006,Precast Concrete Blocks for Paving — Specification,ACTIVE,Construction Materials - Paving,,,needs_review,no_full_text|source_conflict_present|certification_status_disputed_across_sources|certification_status_unknown,False,multi_source
IS 15683,IS 15683:2018,2018,Portable Fire Extinguishers - Performance and Construction - Specification,ACTIVE,Mechanical,Extinguishers,True,verified_multi_source,no_full_text|amendment_or_verification_data_self_asserted_not_network_verified,False,multi_source
IS 15757,IS 15757:2007,2007,Follow-Up Formula - Complementary Food - Specification,ACTIVE,Food & Agriculture,,True,verified_multi_source,no_full_text,False,multi_source
IS 15778,IS 15778:2007,2007,Chlorinated Polyvinyl Chloride (CPVC) Pipes for Potable Hot and Cold Water Distribution Supplies,ACTIVE,Civil & Construction,,True,verified_multi_source,no_full_text,False,multi_source
IS 15787,IS 15787,,Switch-socket-outlets (non-interlock Type),ACTIVE,Electrical & Electronics,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 15801,IS 15801,,Polypropylene-random Copolymer Pipes For Hot And Cold Water Supplies -,ACTIVE,Steel & Metallurgy,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 15809,IS 15809,,High Visibility Warning Clothes,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 15827,IS 15827,,Cladding Films For Greenhouse / Polyhouse,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 15833,IS 15833,,Stainless Steel Tower Bolts -specification,ACTIVE,Steel & Metallurgy,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 15834,IS 15834,,Stainless Steel Sliding Door Bolts For Use With Padlocks -specification,ACTIVE,Steel & Metallurgy,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 15844,IS 15844,,Sports Footwear,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 15848,IS 15848,,"Zinc Sulphate, Monohydrate, Agricultural Grade",ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 15852,IS 15852,,Textiles - Woven Shirtings Made Of Cotton Man-made Fibres/filaments And Their Blends,ACTIVE,Civil & Construction Materials,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 15853,IS 15853,,Textiles-Woven Suitings Made Of Cotton Man-made Fibres/filaments And Their Blends,ACTIVE,Civil & Construction Materials,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 15884,IS 15884:2010,2010,Alternating Current Direct Connected Static Prepayment Meters for Active Energy,ACTIVE,Electrical,,True,verified_multi_source,no_full_text,False,multi_source
IS 15885 (Part 1),IS 15885 (Part 1):2011,2011,Lamp Controlgear - General and Safety Requirements,ACTIVE,Electronics & IT,,True,single_source_unconfirmed,no_full_text,False,single_source
IS 15885 (Part 2/Sec 13),IS 15885 (Part 2/Sec 13):2012,2012,Lamp Controlgear — Part 2: Particular Requirements — Section 13: d.c. or a.c. Supplied Electronic Controlgear for LED Modules,ACTIVE,ELECTRONICS,,True,single_source_unconfirmed,no_full_text|amendment_or_verification_data_self_asserted_not_network_verified,False,single_source
IS 15886,IS 15886:2010,2010,Point of Sale (POS) Terminals - Functional Requirements,ACTIVE,Electronics & IT,,True,single_source_unconfirmed,no_full_text,False,single_source
IS 15905,IS 15905,,"Hubless Centrifugally Cast(spun)Iron Pipes,Fittings And Accessories - Spigot Series",ACTIVE,Steel & Metallurgy,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 15907,IS 15907,,Agro Textiles - High Density Polyethylene (hdpe) Woven Beds For Vermiculture,ACTIVE,Civil & Construction Materials,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 15909,IS 15909,,Pvc Geomembranes For Lining Specification,ACTIVE,"Plastics, Chemicals & Rubber",,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 15911,IS 15911,,Structural Steel (ordinary Quality),ACTIVE,Steel & Metallurgy,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 15914,IS 15914,,"High Tensile Strength Flat Rolled Steel Plate(up To6Mm),Sheet And Strip For The Manufacture Of Welded Gas Cylinder",ACTIVE,Steel & Metallurgy,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 15939,IS 15939,,Pesticide - Bifenthrin Wettable Powder,ACTIVE,Food & Agriculture,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 15959 (Part 1),IS 15959 (Part 1):2011,2011,"Data Exchange for Electricity Meter Reading, Tariff and Load Control (Companion Standard for Indian Metering)",ACTIVE,Electrical,,True,single_source_unconfirmed,no_full_text,False,single_source
IS 15959 (Part 2),IS 15959 (Part 2):2013,2013,Data Exchange for Electricity Meter Reading - Smart Meter Companion Standard,ACTIVE,Electrical,,True,single_source_unconfirmed,no_full_text,False,single_source
IS 15961,IS 15961,,Hot Dip Aluminium-zinc Alloy Metallic Coated Steel Strip And Sheet (plain),ACTIVE,Steel & Metallurgy,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 15962,IS 15962,,Structural Steels For Building And Structures With Improved Seismic Resistance,ACTIVE,Steel & Metallurgy,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 15965,IS 15965:2012,2012,Pre-Painted Galvanized Steel Sheets and Coils,ACTIVE,Civil & Construction,,True,verified_multi_source,no_full_text,False,multi_source
IS 15986,IS 15986:2016,2016,High Visibility Warning Clothing — Specification,ACTIVE,HEALTHCARE,,,unverified,no_full_text|demo_only_unverified_source|certification_status_unknown,False,demo_only
